cvm_code,trade_name,b3_trade_name,b3_issuer_code,b3_segment,b3_sector,available_years
907204,RODLAGOS,RODLAGOS,RDLA,,,0
907212,CONCESRODOES,CONCESRODOES,RDOE,,,0
907220,RODOVIACATAR,RODOVIACATAR,RDVC,,,0
907246,REBSA,REBSA,REBE,,,0
907253,REC2017VII,REC2017VII,RECE,,,0
907261,REALEFLOREST,REALEFLOREST,REFL,,,0
907279,R039EXTREMA2,R039EXTREMA2,REII,,,0
907287,RENDIMENTOBC,RENDIMENTOBC,REND,,,0
907303,RENOVIAS,RENOVIAS,REVC,,,0
907311,RIOFORTE,RIOFORTE,RFRT,,,0
907329,AUTORICCI,AUTORICCI,RICI,,,0
907337,RIALMAIV,RIALMAIV,RILM,,,0
907345,RIOCANOAS,RIOCANOAS,RIOC,,,0
907360,RJGTIASEC,RJGTIASEC,RJGT,,,0
907378,RENAULTBR,RENAULTBR,RLBL,,,0
907386,REALIZECFI,REALIZECFI,RLZE,,,0
907394,RNCOMERCIO,RNCOMERCIO,RNCV,,,0
907402,RENOSAPART,RENOSAPART,RNSA,,,0
907428,ROCCOHOSP,ROCCOHOSP,ROCC,,,0
907436,ROCHALOGSA,ROCHALOGSA,ROCH,,,0
907444,RODOVIATAMOI,RODOVIATAMOI,RODT,,,0
907451,RIOPETROLEOS,RIOPETROLEOS,RPTL,,,0
907477,REALESTATE,REALESTATE,RSTE,,,0
907485,RUASINVEST,RUASINVEST,RSVT,,,0
907493,BANDEIRANTES,BANDEIRANTES,RTBD,,,0
907501,RVACONSTRUCO,RVACONSTRUCO,RVAC,,,0
907519,REVITAENG,REVITAENG,RVTA,,,0
907527,AGUASDOBRASI,AGUASDOBRASI,SAAB,,,0
907535,SACAVALCANTE,SACAVALCANTE,SACV,,,0
907543,JSAFRABM,JSAFRABM,SAFR,,,0
907550,SOCADMESTSER,SOCADMESTSER,SASS,,,0
907568,SAXCFI,SAXCFI,SAXC,,,0
907576,SBBONSUCESSO,SBBONSUCESSO,SBBO,,,0
907584,SECULUS,SECULUS,SCAZ,,,0
907592,SICREDIBM,SICREDIBM,SCDI,,,0
907659,SCGIII,SCGIII,SCGH,,,0
907667,BCVBM,BCVBM,SCHI,,,0
907675,SECID,SECID,SCID,,,0
907683,SCALINA,SCALINA,SCLN,,,0
907691,SCANIABM,SCANIABM,SCNA,,,0
907709,SANTACRUZ,SANTACRUZ,SCPW,,,0
907717,VOTOSIDER,VOTOSIDER,SDBM,,,0
907725,SENFFCFI,SENFFCFI,SENF,,,0
907733,BRASILEIRAPA,BRASILEIRAPA,SFBR,,,0
907741,PROSEGPART,PROSEGPART,SGCE,,,0
907808,PALMARIII,PALMARIII,SIII,,,0
907816,SINOSSERRACF,SINOSSERRACF,SINO,,,0
907824,SOBRALSOLAR,SOBRALSOLAR,SISE,,,0
907832,SOLFARMA,SOLFARMA,SLFM,,,0
907840,CCBBRASILCFI,CCBBRASILCFI,SLFN,,,0
907857,LOURENCO,LOURENCO,SLOU,,,0
907865,SOLARIS,SOLARIS,SLRI,,,0
907873,SAMAR,SAMAR,SLUA,,,0
907881,SALUSII,SALUSII,SLUD,,,0
907899,SALUS,SALUS,SLUS,,,0
907907,SOLVIPART,SOLVIPART,SLVI,,,0
907915,SMARTNET,SMARTNET,SMAH,,,0
907923,SMARTRIO,SMARTRIO,SMRR,,,0
907931,SUMITOMOBM,SUMITOMOBM,SMTM,,,0
907949,SONDA,SONDA,SNDA,,,0
907956,PALMARVII,PALMARVII,SNII,,,0
907964,PALMARIV,PALMARIV,SNIV,,,0
907980,SANTANACFI,SANTANACFI,SNTN,,,0
907998,PALMARVI,PALMARVI,SNVI,,,0
908004,SPENIDOCONC,SPENIDOCONC,SOAR,,,0
908012,SOCINALCFI,SOCINALCFI,SOCI,,,0
908020,SOROCREDCFI,SOROCREDCFI,SORO,,,0
908038,SIPCAMNICHIN,SIPCAMNICHIN,SPCM,,,0
908046,SOLAIR,SOLAIR,SPEB,,,0
908079,SPETURBINA16,SPETURBINA16,SPEE,,,0
908087,SPISA,SPISA,SPIF,,,0
908095,SPMAR,SPMAR,SPMA,,,0
908103,SOARES,SOARES,SPND,,,0
908111,ESPERANZA,ESPERANZA,SPRZ,,,0
908129,SUPERVIA,SUPERVIA,SPVI,,,0
908137,SEQUOIALOG,SEQUOIALOG,SQOI,,,0
908145,SRCSEC,SRCSEC,SRCS,,,0
908152,SERIDO,SERIDO,SRDO,,,0
908160,SERTAOENERGI,SERTAOENERGI,SRNV,,,0
908178,BRKRIODASOST,BRKRIODASOST,SROP,,,0
908186,SERRAS,SERRAS,SRRH,,,0
908194,SERTAOISOLAR,SERTAOISOLAR,SRTI,,,0
908202,RADIOALTEROS,RADIOALTEROS,SRTV,,,0
908210,SARAIVAEDUC,SARAIVAEDUC,SRVA,,,0
908236,ASSURUAISPE,ASSURUAISPE,SSRU,,,0
908244,EOLICASERRAS,EOLICASERRAS,SSTN,,,0
908251,SETAH,SETAH,STAH,,,0
908269,SETEBRASILPA,SETEBRASILPA,STEB,,,0
908277,SANTOSENERGI,SANTOSENERGI,STEP,,,0
908285,STATEGRID,STATEGRID,STGD,,,0
908293,PALMARV,PALMARV,STLV,,,0
908301,STARONE,STARONE,STRO,,,0
908319,TRANSNORDEST,TRANSNORDEST,STSN,,,0
908327,PALMARI,PALMARI,STVI,,,0
908335,SANTINVESTCF,SANTINVESTCF,STVT,,,0
908343,CHSUCURI,CHSUCURI,SUCU,,,0
908350,SUSTENTASA,SUSTENTASA,SUTE,,,0
908368,PALMARII,PALMARII,SVII,,,0
908376,SANTAVITORIA,SANTAVITORIA,SVIT,,,0
908384,PALMARIX,PALMARIX,SVIX,,,0
908392,VITORIAENERG,VITORIAENERG,SVTR,,,0
908400,PALMARX,PALMARX,SVTX,,,0
908418,PALMARXI,PALMARXI,SVXI,,,0
908426,PALMARXII,PALMARXII,SXII,,,0
908434,SANTISTA,SANTISTA,TAVX,,,0
908442,TCIBPO,TCIBPO,TCIB,,,0
908459,TRICURYBM,TRICURYBM,TCRY,,,0
908467,EOLICATEIU,EOLICATEIU,TEIU,,,0
908475,TENCOSHOP,TENCOSHOP,TENC,,,0
908483,TFB,TFB,TFBR,,,0
908491,FORTUNA,FORTUNA,TFCM,,,0
908566,TEFE,TEFE,TFSP,,,0
908574,TJMM,TJMM,TJMM,,,0
908582,TOPICO,TOPICO,TLGE,,,0
908590,TULIP,TULIP,TLIP,,,0
908608,TOSCANA,TOSCANA,TOSN,,,0
908616,MATRINCHA,MATRINCHA,TPNO,,,0
908624,GUARACIABA,GUARACIABA,TPSU,,,0
908632,TOPAZIOBM,TOPAZIOBM,TPZB,,,0
908640,TRIUNFOSA,TRIUNFOSA,TRIU,,,0
908699,TRANSLESTE,TRANSLESTE,TRLT,,,0
908707,TRAPEZIO,TRAPEZIO,TRPZ,,,0
908715,TRANSIRAPE,TRANSIRAPE,TRSR,,,0
908723,TRANSUDESTE,TRANSUDESTE,TRSU,,,0
908731,TRAVESSIA I,TRAVESSIA I,TRVA,,,0
908749,TRX,TRX,TRXH,,,0
908756,SULBRASILEIR,SULBRASILEIR,TSBE,,,0
908764,TRAVESSIA II,TRAVESSIA II,TSCF,,,0
908772,SULLITORANEA,SULLITORANEA,TSLE,,,0
908780,TUPER,TUPER,TUPR,,,0
908798,LABTEUTOBR,LABTEUTOBR,TUTO,,,0
908806,TAVEXIND,TAVEXIND,TVEX,,,0
908814,VIANA,VIANA,TVIA,,,0
908822,TYPUS43,TYPUS43,TYPS,,,0
908830,3ZREALTY,3ZREALTY,TZRD,,,0
908848,CERRADINHOEN,CERRADINHOEN,UCAA,,,0
908855,CAICARAI,CAICARAI,UEEC,,,0
908863,JUNCOI,JUNCOI,UEEJ,,,0
908871,ULTRAFERTIL,ULTRAFERTIL,ULFT,,,0
908889,UEMMINERACAO,UEMMINERACAO,UMMC,,,0
908897,EOLICAJUNCOI,EOLICAJUNCOI,UNEJ,,,0
908905,HIPERCARDBM,HIPERCARDBM,UNET,,,0
908913,AGORACFI,AGORACFI,UNLT,,,0
908921,UNIMEDRIOPAR,UNIMEDRIOPAR,UNRP,,,0
908939,UNIAOQUIMICA,UNIAOQUIMICA,UQFN,,,0
908947,URBAMAIS,URBAMAIS,URBS,,,0
908954,SANTAURSULA,SANTAURSULA,URSL,,,0
908962,CAETE,CAETE,USCA,,,0
908970,CAICARAII,CAICARAII,USEC,,,0
908988,USSGERENCIAD,USSGERENCIAD,USSG,,,0
908996,UTCPARTICIP,UTCPARTICIP,UTCP,,,0
909002,PARNAIBAIII,PARNAIBAIII,UTEP,,,0
909010,LOGBRAS,LOGBRAS,VAND,,,0
909028,VITACONPART,VITACONPART,VCON,,,0
909036,VDBF2,VDBF2,VDBF,,,0
909044,VERDE08ENERG,VERDE08ENERG,VDEN,,,0
909051,VENTOSRENOV,VENTOSRENOV,VGRA,,,0
909069,RODOVIASOEST,RODOVIASOEST,VIAL,,,0
909077,VIDROPORTO,VIDROPORTO,VIDR,,,0
909085,PALMARVIII,PALMARVIII,VIII,,,0
909093,VIPALBM,VIPALBM,VIPL,,,0
909101,VLI,VLI,VLIM,,,0
909119,VLIOPEPORTU,VLIOPEPORTU,VLIO,,,0
909127,VALEPAR,VALEPAR,VLPR,,,0
909135,VILAREAL,VILAREAL,VLRL,,,0
909143,EOLICAVERMEL,EOLICAVERMEL,VMII,,,0
909150,VIMASA,VIMASA,VMSA,,,0
909168,VENTOSSAOTIT,VENTOSSAOTIT,VNTT,,,0
909176,VOGELSOLUCOE,VOGELSOLUCOE,VOGL,,,0
909184,VOLTALIA,VOLTALIA,VOLT,,,0
909218,PIRACICABANA,PIRACICABANA,VPRC,,,0
909226,VIRACOPOS,VIRACOPOS,VRCP,,,0
909242,VEREDAS,VEREDAS,VRDS,,,0
909267,SAOCLEMENTE,SAOCLEMENTE,VSCL,,,0
909275,VENTOSSTOEST,VENTOSSTOEST,VSEH,,,0
909283,BOAVISTA2,BOAVISTA2,VSEN,,,0
909291,VENTOSSJH,VENTOSSJH,VSJH,,,0
909309,VENTOSSTALUI,VENTOSSTALUI,VSLZ,,,0
909317,VENTOSSAOTOM,VENTOSSAOTOM,VSTH,,,0
909325,VENTOS,VENTOS,VSUR,,,0
909333,VENTOSSTAALB,VENTOSSTAALB,VTAE,,,0
909341,SANTOAGOSTIN,SANTOAGOSTIN,VTAR,,,0
909358,VENTOSCASIMI,VENTOSCASIMI,VTCE,,,0
909366,VOTOCIMENTOS,VOTOCIMENTOS,VTCT,,,0
909374,VITALENG,VITALENG,VTEG,,,0
909382,SAOADEODATO,SAOADEODATO,VTEN,,,0
909390,VENTOSSTOAFO,VENTOSSTOAFO,VTER,,,0
909457,VALEDOTIJUCO,VALEDOTIJUCO,VTIJ,,,0
909465,SAOMIGUEL,SAOMIGUEL,VTLA,,,0
909473,VENTOSVICENT,VENTOSVICENT,VTSS,,,0
909481,SAOVINICIUS,SAOVINICIUS,VTVE,,,0
909499,VILAVELHAADM,VILAVELHAADM,VVLH,,,0
909507,WINDEPAR,WINDEPAR,WDPR,,,0
909515,MIZUHOBM,MIZUHOBM,WTLB,,,0
909523,WTORRE,WTORRE,WTSA,,,0
909531,WWHOLDING,WWHOLDING,WWHD,,,0
909549,XMASSETO,XMASSETO,XMSS,,,0
909598,XINGUENERGIA,XINGUENERGIA,XNGU,,,0
909606,XNICEPART,XNICEPART,XNIC,,,0
909614,XPINVESTIMEN,XPINVESTIMEN,XPVS,,,0
909622,YAMAHABM,YAMAHABM,YAHA,,,0
909630,YUNY,YUNY,YUNY,,,0
909648,ZIONCAPITAL,ZIONCAPITAL,ZION,,,0
909655,ZEMA,ZEMA,ZMPT,,,0
909663,VOTORANTIMBM,VOTORANTIMBM,ZXSZ,,,0
909671,BRADESCOFINA,BRADESCOFINA,ZYQZ,,,0
909689,ABRIL COM,ABRIL COM,,,,0
909697,APERAM,APERAM,ACES,,,0
909705,AGIBANKBC,AGIBANKBC,AGBK,,,0
909713,AGROVALE,AGROVALE,AGVL,,,0
909739,BOCOMBBMBM,BOCOMBBMBM,BBHI,,,0
909747,BCOSISTEMABM,BCOSISTEMABM,BBRA,,,0
909754,CLAROSA,CLAROSA,BCPS,,,0
909762,BANDEPEBM,BANDEPEBM,BDEP,,,0
909770,BHGSA,BHGSA,BHGR,,,0
909788,CCBBM,CCBBM,BICB,,,0
909820,CCCAMARGOCOR,CCCAMARGOCOR,CCCC,,,0
909846,CC DES IMOB,CC DES IMOB,CCIM,,,0
909853,CEDULA,CEDULA,CEFI,,,0
909887,TESC TERM SC,TESC TERM SC,CJEN,,,0
909895,CPM,CPM,CPMS,,,0
909903,DMCARD,DMCARD,,,,0
909911,ECOSUL,ECOSUL,ECOS,,,0
909937,FORNODEMINAS,FORNODEMINAS,FOMS,,,0
909952,AMARELA,AMARELA,LMSA,,,0
909960,MAKROATACADI,MAKROATACADI,MAKR,,,0
909978,MAQBRASIL,MAQBRASIL,MAQN,,,0
909994,POLO FILMS,POLO FILMS,PLFS,,,0
910000,RI HAPPY,RI HAPPY,RHPY,,,0
910018,RIOGRANDENSE,RIOGRANDENSE,RIPI,,,0
910026,SOFISABM,SOFISABM,SFSA,,,0
910034,SIFCO,SIFCO,SIFC,,,0
910042,TAM L.AEREAS,TAM L.AEREAS,TAML,,,0
910067,TELEMARNORTE,TELEMARNORTE,TMAR,,,0
910075,TANGARA,TANGARA,TREG,,,0
910083,TIVIT,TIVIT,TVIT,,,0
910109,VOTCIMENTOS,VOTCIMENTOS,VEBM,,,0
910133,VISION SEC,VISION SEC,VSON,,,0
910141,ABCONCESSOES,ABCONCESSOES,ATBC,,,0
910158,BRENNAND,BRENNAND,BRND,,,0
910166,DIAMANTINA,DIAMANTINA,EDTE,,,0
910174,TRAVE III,TRAVE III,TVSA,,,0
910182,TRAVE IV,TRAVE IV,TVIV,,,0
910190,TRAVE V,TRAVE V,TVSV,,,0
910208,PIRAPOA SOLA,PIRAPOA SOLA,PRAS,,,0
910216,BRASIL PCH,BRASIL PCH,BPCH,,,0
910224,CORPOREOS,CORPOREOS,CTEP,,,0
910232,TPE - TRANS,TPE - TRANS,TPEN,,,0
910240,ETB - TRANSM,ETB - TRANSM,ETBA,,,0
910257,TCC - TRANSM,TCC - TRANSM,TRCC,,,0
910265,VDQHOLDINGS,VDQHOLDINGS,VDQH,,,0
910273,ELE RONDONIA,ELE RONDONIA,CERO,,,0
910281,CAMPO LARGO,CAMPO LARGO,CLGP,,,0
910299,SAOPATRICIO,SAOPATRICIO,EGSP,,,0
910307,REC CAJAMAR,REC CAJAMAR,RECC,,,0
910315,PADUA IV,PADUA IV,PADP,,,0
910323,GLPIPARTICIP,GLPIPARTICIP,GLPI,,,0
910331,MINORGAN,MINORGAN,MNGN,,,0
910349,INTEGTRANS,INTEGTRANS,ITGT,,,0
910356,REC CIPASA,REC CIPASA,RCPS,,,0
910364,SULAMERICANA,SULAMERICANA,SULD,,,0
910372,OLIMPIO,OLIMPIO,OPEI,,,0
910380,PHOENIX,PHOENIX,PNXT,,,0
910398,BETANIA LACT,BETANIA LACT,CBLT,,,0
910448,ARCOVERDE,ARCOVERDE,ARCV,,,0
910463,BELAGRICOLA,BELAGRICOLA,BELA,,,0
910471,MOBPARTICIP,MOBPARTICIP,MOBP,,,0
910489,ARTHURLUNDG,ARTHURLUNDG,CPNB,,,0
910497,PORTOPRIMA,PORTOPRIMA,PPTE,,,0
910505,ENELSULSOLAR,ENELSULSOLAR,EGNO,,,0
910513,ENELLAPA,ENELLAPA,EGBJ,,,0
910521,ENELNOVALAPA,ENELNOVALAPA,EGNL,,,0
910539,ENELNOVAOLIN,ENELNOVAOLIN,EGPN,,,0
910547,ENELCRISTII,ENELCRISTII,EGII,,,0
910588,ENELCSOLAR,ENELCSOLAR,EGCS,,,0
910596,ENELOLINORTE,ENELOLINORTE,EGNS,,,0
910604,ENELCRISTEOL,ENELCRISTEOL,EGCL,,,0
910612,EREN DRACENA,EREN DRACENA,EREN,,,0
910620,EQUATORIAL 1,EQUATORIAL 1,EQTS,,,0
910638,EQUATORIAL 2,EQUATORIAL 2,EQTN,,,0
910646,EQUATORIAL 3,EQUATORIAL 3,EQSP,,,0
910653,AUTOSTRADE,AUTOSTRADE,ATRD,,,0
910661,CULTURAINGLE,CULTURAINGLE,INGL,,,0
910679,CEPISA,CEPISA,CPIS,,,0
910687,VINEYARDS,VINEYARDS,VNYD,,,0
910695,RECAJAMAR,RECAJAMAR,RCCA,,,0
910703,EDPMG,EDPMG,MGSP,,,0
910711,FEENIX,FEENIX,FEEN,,,0
910737,PORTOLOC,PORTOLOC,PPLV,,,0
910745,PORTOSEG,PORTOSEG,PTSG,,,0
910752,JANAUBA,JANAUBA,JTEE,,,0
910760,WAM BRASIL,WAM BRASIL,WMBR,,,0
910778,BONSVENTOS,BONSVENTOS,GEBV,,,0
910786,GUARUPART,GUARUPART,GPPL,,,0
910794,IBIBRASIL,IBIBRASIL,IBIB,,,0
910802,RECJUNDIAI,RECJUNDIAI,RECJ,,,0
910810,PARNAIBAI,PARNAIBAI,PNBI,,,0
910828,PARNAIBA II,PARNAIBA II,PIIG,,,0
910836,CUTIA,CUTIA,CUTI,,,0
910851,SAMM,SAMM,SAMM,,,0
910869,UNYLEYA,UNYLEYA,UNYL,,,0
910877,EBEC,EBEC,,,,0
910885,CURA,CURA,BRCU,,,0
910893,QUATA,QUATA,QUAT,,,0
910901,TENDA ATACAD,TENDA ATACAD,TNDA,,,0
910919,TROPICALIA,TROPICALIA,TRPI,,,0
910927,IBIAPABA,IBIAPABA,IBPB,,,0
910935,SERTANEJA,SERTANEJA,SERJ,,,0
910943,SAGA,SAGA,SAGA,,,0
910950,EQUATORIAL5,EQUATORIAL5,EQTC,,,0
910968,SHOPCIDADAO,SHOPCIDADAO,EBIG,,,0
910976,VERTGYRA,VERTGYRA,GYRA,,,0
910984,BARTOLOMEU,BARTOLOMEU,BTLM,,,0
910992,ALIANCATRANS,ALIANCATRANS,ATGP,,,0
911008,NUBANK,NUBANK,NUFN,,,0
911016,GDM GENETICA,GDM GENETICA,GDMG,,,0
911024,TOP SERVICE,TOP SERVICE,TOPS,,,0
911032,SEEDCORP,SEEDCORP,SEHO,,,0
911040,GGSH,GGSH,GGSH,,,0
911057,RECGUARULHOS,RECGUARULHOS,RECG,,,0
911065,BABILONIA,BABILONIA,BBLN,,,0
911073,RIBER,RIBER,RKWS,,,0
911081,DELTA 7,DELTA 7,DETA,,,0
911099,DELTA 8,DELTA 8,DEET,,,0
911107,BRKOSTRAS,BRKOSTRAS,RIOO,,,0
911115,AGEO NORTE,AGEO NORTE,AGNN,,,0
911123,ALSOL,ALSOL,ALSR,,,0
911131,BRKDISPEN,BRKDISPEN,BRKP,,,0
911149,NORSAREFRISA,NORSAREFRISA,NRSA,,,0
911156,CARANDAIPART,CARANDAIPART,CDAI,,,0
911164,STONE PAGA,STONE PAGA,STNG,,,0
911172,MG3 INFRAEST,MG3 INFRAEST,LYOD,,,0
911180,DMPARTICIP,DMPARTICIP,DMPR,,,0
911198,FOCKINK SA,FOCKINK SA,HFCK,,,0
911206,GESTORA CRED,GESTORA CRED,GECR,,,0
911214,ECHOENERGIA,ECHOENERGIA,ECHP,,,0
911222,SUPERFRIO,SUPERFRIO,SFAG,,,0
911230,UHE S SIMAO,UHE S SIMAO,UHSM,,,0
911248,SAPORE S.A.,SAPORE S.A.,SAPE,,,0
911255,TRADEMASTER,TRADEMASTER,TDSP,,,0
911263,SON.ESTANCIA,SON.ESTANCIA,SNRA,,,0
911271,C6HOLDING SA,C6HOLDING SA,C6HG,,,0
911289,R046 RIO JAN,R046 RIO JAN,RJEP,,,0
911297,ENERG CANOAS,ENERG CANOAS,KNOA,,,0
911339,JURUENA PART,JURUENA PART,JURU,,,0
911347,CAINVESTMENT,CAINVESTMENT,CAIV,,,0
911354,MEDRAL ENGEN,MEDRAL ENGEN,MEDR,,,0
911362,CHIMARRAOENE,CHIMARRAOENE,CHTE,,,0
911370,TIBAGI ENERG,TIBAGI ENERG,TBEG,,,0
911388,VERT FINTECH,VERT FINTECH,CVRT,,,0
911396,CARBONO PART,CARBONO PART,CRBP,,,0
911404,AGUA AZULSPE,AGUA AZULSPE,SAAS,,,0
911412,GIRASSOLAGRI,GIRASSOLAGRI,GRSS,,,0
911420,VIDROSGLORIA,VIDROSGLORIA,MENG,,,0
911438,GLOBOCOMUNIC,GLOBOCOMUNIC,GLBO,,,0
911446,SCG IV HOLDI,SCG IV HOLDI,IVHG,,,0
911479,MANUF PREMIX,MANUF PREMIX,PRMX,,,0
911487,LAB SABIN SA,LAB SABIN SA,LSBI,,,0
911495,CGD EMPREEND,CGD EMPREEND,CGDE,,,0
911503,SABARAQUIMIC,SABARAQUIMIC,SAQI,,,0
911529,GRAAL PARTIC,GRAAL PARTIC,GRPS,,,0
911537,GOLARPOWERBR,GOLARPOWERBR,GLRP,,,0
911545,LEST LINHAS,LEST LINHAS,LELE,,,0
911552,USINAJEQUITI,USINAJEQUITI,USJB,,,0
911560,VERT-NEXOOS,VERT-NEXOOS,NEXO,,,0
911578,INFRA 6 PART,INFRA 6 PART,INPT,,,0
911586,LINHA15METRO,LINHA15METRO,CLMS,,,0
911594,SEB EDUCA BR,SEB EDUCA BR,SEBS,,,0
911602,CS BR TRANSP,CS BR TRANSP,CSBT,,,0
911610,GS INIMA IND,GS INIMA IND,GSII,,,0
911628,ELITE ENSINO,ELITE ENSINO,ELIT,,,0
911636,TRAMSITATIBA,TRAMSITATIBA,TEGT,,,0
911644,FSAGRO,FSAGRO,FSAI,,,0
911651,ATTEND,ATTEND,ATAM,,,0
911669,SUDESTETRANS,SUDESTETRANS,EPSD,,,0
911677,VIGOR FOOD,VIGOR FOOD,VIGR,,,0
911693,ASA,ASA,ASIC,,,0
911701,IPIRANGA AGR,IPIRANGA AGR,IPIA,,,0
911719,ELEMIDIA,ELEMIDIA,ECSM,,,0
911727,SELF IT HOLD,SELF IT HOLD,SLFT,,,0
911735,DRREDDYSFARM,DRREDDYSFARM,REDD,,,0
911743,JOHN DEERE,JOHN DEERE,INTN,,,0
911750,FABRIMARS.A.,FABRIMARS.A.,FAMR,,,0
911768,LAMBDA II,LAMBDA II,LBDA,,,0
911776,UBY AGROQUIM,UBY AGROQUIM,UBYA,,,0
911784,PARTAGE EMPR,PARTAGE EMPR,PTGE,,,0
911792,FROOTY,FROOTY,FRTY,,,0
911800,LUMINAE S/A,LUMINAE S/A,LMNE,,,0
911818,KIMBERLIT,KIMBERLIT,KMLT,,,0
911826,CONSIGNADOS,CONSIGNADOS,CSCF,,,0
911834,TEQUIMAR,TEQUIMAR,TQUI,,,0
911842,SKYSITES S/A,SKYSITES S/A,SKYS,,,0
911859,ENELVOLTA,ENELVOLTA,EGVG,,,0
911867,MODAL PARTIC,MODAL PARTIC,MODA,,,0
911875,AGUA LIMPA E,AGUA LIMPA E,AULE,,,0
911883,AREIAENERGIA,AREIAENERGIA,AREG,,,0
911958,BAHAMAS S/A,BAHAMAS S/A,SBHM,,,0
911966,ARTEON Z S/A,ARTEON Z S/A,ARTP,,,0
911974,PRUMO PARTIC,PRUMO PARTIC,PPIT,,,0
911982,MORI ENERGIA,MORI ENERGIA,MORI,,,0
911990,DELTA SUCRO,DELTA SUCRO,SRGI,,,0
912006,CONVICON,CONVICON,CVCN,,,0
912014,MPD INV IMOB,MPD INV IMOB,MPII,,,0
912022,SUGOI S/A,SUGOI S/A,SGOI,,,0
912030,OURILANDIA,OURILANDIA,OURI,,,0
912048,TUBARAO S/A,TUBARAO S/A,TUBS,,,0
912063,ARCOS SANEAM,ARCOS SANEAM,ARSP,,,0
912071,BELA LUNA,BELA LUNA,BELE,,,0
912089,QMC TELECOM,QMC TELECOM,QMCT,,,0
912097,NG20 EMPREEN,NG20 EMPREEN,NGEI,,,0
912113,UNICOBA IND,UNICOBA IND,COBA,,,0
912121,FOTOVOLT S P,FOTOVOLT S P,FTSP,,,0
912139,FOTOVOLTSPIV,FOTOVOLTSPIV,SPIV,,,0
912154,UNICOBA AM,UNICOBA AM,UNAZ,,,0
912162,CIMENTO NAC,CIMENTO NAC,CNCC,,,0
912170,AMBARENERGIA,AMBARENERGIA,AMBA,,,0
912188,TSM S/A,TSM S/A,TSMM,,,0
912196,GJAINDUSTRIA,GJAINDUSTRIA,GJAI,,,0
912238,TAG S/A,TAG S/A,TSSG,,,0
912246,MARACANA S/A,MARACANA S/A,MCEN,,,0
912253,SANEAME 100,SANEAME 100,CEMS,,,0
912261,FURNAS,FURNAS,FURN,,,0
912279,VENETO ENERG,VENETO ENERG,VENS,,,0
912287,FERRARI AGRO,FERRARI AGRO,FRAG,,,0
912295,LPP I EMPREE,LPP I EMPREE,LPPP,,,0
912303,REC LOG 331,REC LOG 331,RLEI,,,0
912311,ECOPORTO S/A,ECOPORTO S/A,ECPO,,,0
912329,SAOJOAOENERG,SAOJOAOENERG,SAJE,,,0
912337,REC LOG 411,REC LOG 411,RCLG,,,0
912345,CIMED INDUST,CIMED INDUST,CIME,,,0
912378,GE CAPITALBR,GE CAPITALBR,GNEC,,,0
912386,MARFIM EMP,MARFIM EMP,CCPM,,,0
912394,CIA PART CON,CIA PART CON,CPCC,,,0
912402,RINCAO S MIG,RINCAO S MIG,RSME,,,0
912410,RINCAOALBINO,RINCAOALBINO,RALB,,,0
912428,QUEVEDOS ENE,QUEVEDOS ENE,QUEV,,,0
912436,PRIMAV INFRA,PRIMAV INFRA,PINF,,,0
912444,SALTOGUASSUP,SALTOGUASSUP,GUAP,,,0
912451,ELETRICAIVAI,ELETRICAIVAI,IVAI,,,0
912469,LFP PARTICIP,LFP PARTICIP,LFPP,,,0
912477,IMPAR SERVIC,IMPAR SERVIC,IMPA,,,0
912485,CIASECVERT 2,CIASECVERT 2,SCVR,,,0
912493,ATE VIII TRA,ATE VIII TRA,ATEV,,,0
912501,EVOLTZ PART,EVOLTZ PART,EVLZ,,,0
912519,COMPAGAS,COMPAGAS,CPGS,,,0
912527,COREMAS HOLD,COREMAS HOLD,CORE,,,0
912535,AGPART,AGPART,CANT,,,0
912543,CI 004 EMPR,CI 004 EMPR,CIEI,,,0
912550,REC 2019 III,REC 2019 III,RECS,,,0
912568,BEACH PARK,BEACH PARK,BEPK,,,0
912576,OPTIPAR PART,OPTIPAR PART,OTPA,,,0
912584,ATE V LONDRI,ATE V LONDRI,LNDV,,,0
912592,ATE VI CAMPO,ATE VI CAMPO,CNVI,,,0
912600,AGASUS S.A.,AGASUS S.A.,AGAU,,,0
912618,VILASERGIPE2,VILASERGIPE2,VSP2,,,0
912626,VILASERGIPE3,VILASERGIPE3,VLS3,,,0
912634,VILASERGIPE1,VILASERGIPE1,VSG2,,,0
912642,VILA RN 1,VILA RN 1,VNR1,,,0
912659,VILA RN 2,VILA RN 2,VNR2,,,0
912667,VILA PIAUI 3,VILA PIAUI 3,VPI3,,,0
912675,ATE VII FOZ,ATE VII FOZ,FVII,,,0
912683,MERCATO EXPR,MERCATO EXPR,MCEX,,,0
912691,FARO ENERGY,FARO ENERGY,FACL,,,0
912709,AGRO TALENT,AGRO TALENT,AGTL,,,0
912717,GLP O PARTIC,GLP O PARTIC,GLPO,,,0
912725,SOLFACIL SEC,SOLFACIL SEC,SSCF,,,0
912733,RIOMAR SHOPP,RIOMAR SHOPP,RISF,,,0
912741,ENGIE TRANSM,ENGIE TRANSM,EGIT,,,0
912758,VENTOS SGALV,VENTOS SGALV,GVAO,,,0
912766,VENTOSSBENTO,VENTOSSBENTO,VSBT,,,0
912774,VENTOSS ELOY,VENTOSS ELOY,ELOY,,,0
912782,SPE LVERDEII,SPE LVERDEII,SPLV,,,0
912790,INTERCEMENTP,INTERCEMENTP,ITCT,,,0
